ID;Sustantivo;Autor;Cita;Forma;Siglo;Texto;Caso;Número;Preposición;Adjetivo Núcleo;Participio;Verbo;Colocación
1316;gaudium;Tito Livio;27, 17, 16, 2 ;prosa;s. I a.C.;productae deinde in conspectum iis coniuges liberique lacrimantibus gaudio redduntur, atque eo die in hospitium abducti: postero die foedere accepta fides dimissique ad copias adducendas. ;ablativo;Singular;;lacrimans;SÍ;lacrimo;SÍ
1317;invidia;Tito Livio;45, 38, 7, 1;prosa;s. I d. C.;"trarunt triumphum, in monte Albano triumpharunt; nemo L. Paulo magis eripere decus perfecti belli Macedonici potest quam C. Lutatio primi Punici belli, quam P. Cornelio secundi, * * * quam illi, qui triumphauerant; nec L. Paulum minorem aut maiorem imperatorem triumphus faciet – , militum magis in hoc uniuersi<que> populi Romani fama agitur, primum ne inuidiae et ingrati animi aduersus clarissimum quemque ciuem opinionem habeat et imitari in hoc populum Atheniensem lacerantem inuidia principes suos uideatur.";ablativo;Singular;;lacerans;SÍ;lacero;SÍ
1319;odium;Tito Livio;26.39.15;prosa;s. I d. C;in Romana naue ipse Quinctius erat, in Tarentina Nico cui Perconi fuit cognomen, non publico modo sed priuato etiam odio inuisus atque infestus Romanis quod eius factionis erat quae Tarentum Hannibali prodiderat;ablativo;Singular;;invisus;SÍ;invideo;SÍ
1321;odium;Tito Livio;27.16.6;prosa;s. I d. C;Bruttii quoque multi passim interfecti, seu per errorem seu uetere in eos insito odio seu ad proditionis famam ut ui potius atque armis captum Tarentum uideretur exstinguendam;ablativo;Singular;;insitus;SÍ;interficio;SÍ
1323;laetitia;Tito Livio;30, 42, 17, 2;prosa;s. I d. C;"populum Romanum eo inuictum esse quod in secun/ dis rebus sapere et consulere meminerit; et hercule miran/ dum fuisse si aliter faceret; ex insolentia quibus noua bona / fortuna sit impotentes laetitiae insanire: populo Romano / usitata ac prope iam obsoleta ex uictoria gaudia esse ac / plus paene parcendo uictis quam uincendo imperium auxisse /";dativo;Singular;;impotens;SÍ;insanio;SÍ
1329;odium;Tito Livio;2.6.1;prosa;s. I d.C.;his sicut acta erant nuntiatis incensus Tarquinius non dolore solum tantae ad inritum cadentis spei sed etiam odio iraque;ablativo;Singular;;incensus;SÍ;incendo;SÍ
1330;gaudium;Tito Livio;26, 51, 12, 3 ;prosa;s. I a. C.;Carthaginiensium duces primo ex industria famam captae Carthaginis compresserunt: deinde, ut clarior res erat quam ut tegi ac dissimulari posset, eleuabant uerbis: necopinato aduentu ac prope furto unius diei urbem unam Hispaniae interceptam, cuius rei tam paruae praemio elatum insolentem iuuenem immodico gaudio speciem magnae uictoriae imposuisse: at ubi adpropinquare tres duces, tres uictores hostium exercitus audisset, occursuram ei extemplo domesticorum funerum memoriam. ;ablativo;Singular;;elatus;SÍ;impono;SÍ
1331;odium;Tito Livio;4.36.5;prosa;s. I d.C.;profecti Ap. Claudium, filium decemuiri, praefectum urbis relinquunt, impigrum iuuenem et iam inde ab incunabulis imbutum odio tribunorum plebisque;ablativo;Singular;;imbutus;SÍ;imbuo;SÍ
1332;invidia;Tito Livio;45, 38, 6, 1;prosa;s. I d. C.;"multi etiam, qui ab senatu non inpetrarunt triumphum, in monte Albano triumpharunt; nemo L. Paulo magis eripere decus perfecti belli Macedonici potest quam C. Lutatio primi Punici belli, quam P. Cornelio secundi, * * * quam illi, qui triumphauerant; nec L. Paulum minorem aut maiorem imperatorem triumphus faciet – , militum magis in hoc uniuersi<que> populi Romani fama agitur, primum ne inuidiae et ingrati animi aduersus clarissimum quemque ciuem opinionem habeat et imitari in hoc populum Atheniensem lacerantem inuidia principes suos uideatur.";genitivo;Singular;;lacerans;SÍ;habeo;SÍ
1338;gaudium;Tito Livio;10, 14, 20, 1 ;prosa;s. I a. C.;"ibi integrae uires sistunt inuehentem se iam Samnitem; et tempore inprouisa ex montibus signa clamorque sublatus non uero tantum metu terruere Samnitium animos; nam et Fabius Decium collegam appropinquare exclamauit, et pro se quisque miles adesse alterum consulem, adesse legiones gaudio alacres fremunt; errorque utilis Romanis oblatus fugae formidinisque Samnites impleuit maxime territos ne ab altero exercitu integro intactoque fessi opprimerentur. ";ablativo;Singular;;alacer;NO;fremo;SÍ
1343;gaudium;Tito Livio;44, 11, 9, 2 ;prosa;s. I a. C.;hoc ubi perfectum esse opus militibus nuntiatum est, clamorem alacres gaudio repente tollunt, alii parte alia in urbem inrupturi.;ablativo;singular;;alacer;NO;fero;SÍ
1349;invidia;Tito Livio;22, 34, 2, 4;prosa;s. I d. C.;C. Terentio Uarroni, quem sui generis hominem, plebi insectatione principum popularibusque artibus conciliatum, ab Q. Fabi opibus et dictatorio imperio concusso aliena inuidia splendentem uolgus extrahere ad consulatum nitebatur, patres summa ope obstabant ne se insectando sibi aequari adsuescerent homines.;ablativo;Singular;;concussus;SÍ;extraho;SÍ
1353;gaudium;Tito Livio;21, 42, 3, 2 ;prosa;s. I d. C;cum ad unum omnes ferrum pugnamque poscerent et deiecta in id sors esset, se quisque eum optabat quem fortuna in id certamen legeret, et, <ut> cuiusque sors exciderat, alacer, inter gratulantes gaudio exsultans, cum sui moris tripudiis arma raptim capiebat. ;ablativo;Singular;;exsultans;SÍ;exsulto;SÍ
1362;odium;Tito Livio;1.47.11;prosa;s. I d. C;ita natum, ita creatum regem, fautorem infimi generis hominum ex quo ipse sit, odio alienae honestatis ereptum primoribus agrum sordidissimo cuique diuisisse;ablativo;Singular;;ereptus;SÍ;eripio;SÍ
1364;gaudium;Tito Livio;27, 19, 12, 1 ;prosa;s. I a. C.;cum effusis gaudio lacrimis cupere uero diceret, tum puero anulum aureum tunicam lato clauo cum Hispano sagulo et aurea fibula equumque ornatum donat, iussisque prosequi quoad uellet equitibus dimisit. ;ablativo;Singular;;effusus;SÍ;effundo;SÍ
1365;odium;Tito Livio;2.29.9;prosa;s. I d.C.;Ap. Claudius, et natura immitis et efferatus hinc plebis odio, illinc patrum laudibus, non miseriis ait sed licentia tantum concitum turbarum et lasciuire magis plebem quam saeuire;ablativo;Singular;;efferatus;SÍ;effero;SÍ
1368;odium;Tito Livio;5.27.10;prosa;s. I d.C.;ad quod spectaculum concursu populi primum facto, deinde a magistratibus de re noua uocato senatu, tanta mutatio animis est iniecta ut qui modo efferati odio iraque Ueientium exitum paene quam Capenatium pacem mallent, apud eos pacem uniuersa posceret ciuitas;ablativo;Singular;;efferatus;SÍ;effero;SÍ
1370;gaudium;Tito Livio;25, 34, 11, 5 ;prosa;s. I a. C.;"pugnanti hortantique imperatori et offerenti se ubi plurimus labor erat latus dextrum lancea traicitur; cuneusque is hostium, qui in confertos circa ducem impetum fecerat, ut exanimem labentem ex equo Scipionem uidit, alacres gaudio cum clamore per totam aciem nuntiantes discurrunt imperatorem Romanum cecidisse. ";ablativo;Singular;;alacer;NO;discurro;SÍ
1397;odium;Tito Livio;9.10.6;prosa;s. I d.C.;In ciuitate ira odioque ardente dilectus prope omnium uoluntariorum fuit;ablativo;Singular;;ardens;SÍ;ardeo;SÍ
1401;gaudium;Tito Livio;39, 21, 1, 2 ;prosa;s. I a. C.;sub hunc nuntium ex Ligustinis uulgatum litterae ex Hispania mixtam gaudio tristitiam adferentes recitatae sunt. ;ablativo;singular;;adferens;SÍ;affero;SÍ
1406;odium;Tito Livio;27.31.10;prosa;s. I d.C.;Cycliadasópenes eum summa imperii erat Achaeique ad Dymas regi occurrere, et Eleorum accensi odio quod a ceteris Achaeis dissentirent, et infensi Aetolis quos Romanum quoque aduersus se mouisse bellum credebant;ablativo;Singular;;accensus;SÍ;accendo;SÍ
1408;odium;Tito Livio;4.32.12;prosa;s. I d.C.;Romanus odio accensus impium Fidenatem, praedonem Ueientem, ruptores indutiarum, cruentos legatorum infanda caede, respersos sanguine colonorum suorum, perfidos socios, imbelles hostes compellans, factis simul dictisque odium explet;ablativo;Singular;;accensus;SÍ;accendo;SÍ
1418;invidia;Tito Livio;3, 43, 7, 1;prosa;s. I d. C.;"primo fides nuntiantibus fuit; profecta deinde cohors ad sepeliendos qui ceciderant decemuirorum permissu, postquam nullum spoliatum ibi corpus Sicciumque in medio iacentem armatum omnibus in eum uersis corporibus uidere, hostium neque corpus ullum nec uestigia abeuntium, profecto ab suis interfectum memorantes rettulere corpus. inuidiaeque plena castra erant, et Romam ferri protinus Siccium placebat, ni decemuiri funus militare ei publica impensa facere maturassent.";genitivo;Singular;;plenus;NO;;SÍ
1420;invidia;Tito Livio;3, 58, 7, 2;prosa;s. I d. C.;subinde arreptus a P. Numitorio Sp. Oppius, proximus inuidiae, quod in urbe fuerat cum iniustae uindiciae a collega dicerentur.;dativo;Singular;;proximus;NO;;NO
1421;laetitia;Tito Livio;4, 60, 3, 1;prosa;s. I d. C;"tribuni plebis, communis ordinum laetitiae concor/ diaeque soli expertes, negare, tam id laetum patribus nec / prosperum <ciuibus> uniuersis fore quam ipsi crederent; / consilium specie prima melius fuisse quam usu appariturum.";genitivo;Singular;;expers;NO;;SÍ
1429;odium;Valerio Flaco ;7,255;verso;s. I d. C;Occupat amplexu Venus et furialia figit / oscula permixtumque odiis inspirat amorem / dumque illam variis maerentem vocibus ambit / inque alio sermone tenet íquin hocí ait íaudi / atque attolle genas. ;ablativo;Plural;;permixtus;SÍ;permisceo;SÍ
1442;gaudium;Valerio Máximo;4, 8, 5, 10;prosa;s. I d. C;quibus auditis maximo et inopinato gaudio homines perculsi primo ueluti non audisse se quae audierant credentes obticuerunt.;ablativo;singular;;perculsi;SÍ;percello;SÍ
1444;laetitia;Valerio Máximo;3, 2, 21, 13;prosa;s. I d. C;Q. Metello consuli legatus in / Hispaniam profectus, Celtibericum sub eo bellum / gerens, postquam cognouit a quodam gentis huius / iuuene se ad dimicandum prouocari – erat autem / illi forte prandendi gratia posita mensa – , relicta ea / arma sua extra uallum deferri equumque educi clam / iussit, ne a Metello inpediretur, et illum Celtiberum / insolentissime obequitantem consectatus interemit / detractasque corpori eius exuuias ouans laetitia in / castra retulit.;ablativo;Singular;;ovans;SÍ;ovo;SÍ
1445;laetitia;Valerio Máximo;9, 3, 4, 6;prosa;s. I d. C;Manlio Torquato am/ plissimam et gloriosissimam ex Latinis et Campanis / uictoriam in urbem referenti, cum seniores omnes / laetitia ouantes occurrerent, iuniorum nemo obuiam / processit, quod filium adulescentem fortissime ad/ uersus imperium suum proeliatum securi percusserat.;ablativo;Singular;;ovans;SÍ;ovo;SÍ
1447;gaudium;Valerio Máximo;5, 1, 4, 8;prosa;s. I d. C;Cuius tam mitis ingenii debitum fructum ultimo fati sui tempore cepit: nam cum diris auspiciis Argiuorum inuasisset urbem, abscisumque eius caput Alcyoneus Antigoni regis filius ad patrem Ð propugnator enim laboran<tibus> aderat Ð laetus uelut aliquod felicissimum uictoriae opus attulisset, Antigonus correpto iuuene, quod tanti uiri subitae ruinae inmemor humanorum casuum effuso gaudio insultaret, humo caput sublatum causea, qua uelatum caput suum more Macedonum habebat, texit corporique Pyrri redditum honoratissime cremandum curauit. ;ablativo;Singular;;effusus;SÍ;insulto;SÍ
1448;odium;Valerio Máximo;7.8.7;prosa;s. I d. C;nimirum consternatio quae<dam> animum eius transuersum egit: amauit enim sordes suas et dilexit pericula et damnationem uotis expetiuit, auctorem harum rerum beniuolentia, propulsatores odio insecutus.;ablativo;Singular;;insecutus;SÍ;insequor;SÍ
1451;laetitia;Valerio Máximo;2, 2, 9, 4;prosa;s. I d. C;Equestris uero ordinis iuuentus omnibus annis / bis urbem spectaculo sui sub magnis auctoribus celebrabat: Lupercalium enim mos a Romulo et Remo / inchoatus est tunc, cum laetitia exultantes, quod his auus Numitor rex Albanorum eo loco, ubi edu/ cati erant, urbem condere permiserat sub monte / Palatino, hortatu Faustuli educatoris sui, quem Euan/ der Arcas consecrauerat, facto sacrificio caesisque / capris epularum hilaritate ac uino largiore prouecti, / diuisa pastorali turba, cincti obuios pellibus immolatarum hostiarum iocantes petiuerunt.;ablativo;Singular;;exultans;SÍ;exsulto;SÍ
1453;gaudium;Valerio Máximo;2, 6, 14, 6;prosa;s. I d. C;uictrix gaudio exultans deductaque a necessariis laetum prae <se> ferentibus uultum coniugis se flammis superiacit et cum eo tamquam felicissima crematur: superatae cum tristitia et maerore in uita remanent.;ablativo;singular;;exultans;SÍ;exsulto;SÍ
1455;gaudium;Valerio Máximo;5, 3, 4, 9;prosa;s. I d. C;hic Popilius postea nec re nec uerbo a Cicerone laesus ultro M. Antonium rogauit ut ad illum proscriptum persequendum et iugulandum mitteretur, impetratisque detestabilis ministerii partibus gaudio exultans Caietam cucurrit et uirum, mitto quod amplissimae dignitatis, certe salubritate studio praestantis officii priuatim sibi uenerandum, iugulum praebere iussit ac protinus caput Romanae eloquentiae et pacis clarissimam dexteram per summum et securum otium amputauit eaque sarcina tamquam opimis spoliis alacer in urbem reuersus est: neque enim scelestum portanti onus succurrit illud se caput ferre, quod pro capite eius quondam perorauerat.;ablativo;Singular;;exsultans;SÍ;exsulto;SÍ
1457;gaudium;Valerio Máximo;9, 12, 3, 7;prosa;s. I d. C;quem quid aliud quam nimio gaudio enectum putemus? ;ablativo;singular;;enectus;SÍ;enico;SÍ
1460;odium;Valerio Máximo;4.2.3;prosa;s. I d. C;Clarum etiam in Africano superiore ac Ti. Graccho depositarum inimicitiarum exemplum, si quidem ad cuius mensae sacra odio dissidentes uenerant, ab ea et amicitia et adfinitate iuncti discesserunt ;ablativo;Singular;;dissidens;SÍ;dissido;SÍ
1464;odium;Valerio Máximo;4.2.2;prosa;s. I a.C.;is namque, etsi Neronis odio ardens in exilium profectus fuerat testimonio eius praecipue adflictus, tamen, postquam eum inde reuocatum ciues collegam illi in consulatu dederunt, et ingenii sui, quod erat acerrimum, et iniuriae, quam grauissimam acceperat, obliuisci sibi imperauit, ne, si dissidente animo consortionem imperii usurpare uoluisset, pertinacem exhibendo inimicum malum consulem ageret.;ablativo;Singular;;ardens;SÍ;ardeo;SÍ
1468;gaudium;Valerio Máximo;8, 14, 5, 12;prosa;s. I d. C;idem, ut audiit Scipionem dicentem íimperator te argenteis armillis donatí, alacer gaudio abiit.;ablativo;singular;;alacer;NO;abeo;SÍ
1475;timor;Veleyo Patérculo;Historia Romana 2, 5, 3, 5;prosa;s. I d. C;"annis tam seuerum illius Q. Macedonici in his gentibus imperium fuit ut, cum urbem, Contrebiam nomine, in Hispania oppugnaret, pulsas praecipiti loco quinque cohortes legionarias eodem protinus subire iuberet; facientibusque omnibus in procinctu testamenta, uelut ad certam mortem eundum foret, non deterritus proposito, perseuerantia ducis, quem moriturum miserat, militem uictorem recepit: tantum effecit mixtus timori pudor spesque desperatione quaesita.";dativo;singular;;mixtus;SÍ;misceo;SÍ
1477;gaudium;Veleyo Patérculo;Historia Romana 2, 104, 4, 2;prosa;s. I d. C;At uero militum conspectu eius elicitae gaudio lacrimae alacritasque et salutationis noua quaedam exultatio et contingendi manum cupiditas non continentium, protinus quin adiicerent: íVidemus te, imperator?;ablativo;singular;;elicitus;SÍ;elicio;SÍ
1488;odium;Virgilio;Aen. 7.298;verso;s. I d. C;at, credo, mea numina tandemfessa iacent, odiis aut exsaturata quieui.;ablativo;Plural;;exsaturatus;SÍ;exsaturo;SÍ
1494;laetitia;Virgilio ;aen. 1, 514;verso;s. I d. C;"obstipuit simul ipse, simul percussus Achates / laetitiaque metuque; auidi coniungere dextras / ardebant, sed res animos incognita turbat.";ablativo;Singular;;percussus;SÍ;percutio;SÍ
1496;laetitia;Virgilio ;aen. 11, 807;verso;s. I d. C;fugit ante omnis exterritus Arruns / laetitia mixtoque metu, nec iam amplius hastae / credere nec telis occurrere uirginis audet.;ablativo;Singular;;exterritus;SÍ;fugio;SÍ
1499;laetitia;Virgilio ;aen. 12, 700;verso;s. I d. C;At pater Aeneas audito nomine Turni / deserit et muros et summas deserit arces / praecipitatque moras omnis, opera omnia rumpit / laetitia exsultans horrendumque intonat armis: / quantus Athos aut quantus Eryx aut ipse coruscis / cum fremit ilicibus quantus gaudetque niuali / uertice se attollens pater Appenninus ad auras.;ablativo;Singular;;exultans;SÍ;exsulto;SÍ
1501;timor;Vitruvio;De Architectura 1, pr, 1, 5;prosa;s. I a. C.;Cum divina tua mens et numen, imperator Caesar, imperio potiretur orbis terrarum invictaque virtute cunctis hostibus stratis triumpho victoriaque tua cives gloriarentur et gentes omnes subactae tuum spectarent nutum populusque Romanus et senatus liberatus timore amplissimis tuis cogitationibus consiliisque gubernaretur, non audebam, tantis occupationibus, de architectura scripta et magnis cogitationibus explicata edere, metuens, ne non apto tempore interpellans subirem tui animi offensionem. ;ablativo;Singular;;liberatus;SÍ;libero;SÍ
1503;gaudium;Vitruvio;De Architectura 9, pr, 10, 11;prosa;s. I a.C.;"idque cum eius rei rationem explicationis ostendisset, non est moratus, sed exsiluit gaudio motus de solio et nudus vadens domum <uni>versis significabat clara voce invenisse, quod quaereret; nam currens identidem graece clamabat ______ ______. tum vero ex eo inventionis ingressu duas fecisse dicitur massas aequo pondere, quo etiam fuerat corona, unam ex auro et alteram ex argento.";ablativo;Singular;;motus;SÍ;exsilio;SÍ
1504;timor;Vitruvio;De Architectura 10, pr, 2, 8;prosa;s. I a. C.;namque non sine poena grassarentur inperiti, sed qui summa doctrinarum subtilitate essent prudentes, sine dubitatione profiterentur architecturam, neque patres familiarum inducerentur ad infinitas sumptuum profusiones, ut et e bonis eicerentur, ipsique architecti poenae timore coacti diligentius modum inpensarum ratiocinantes explicarent, uti patres familiarum ad id, quod praeparavissent, seu paulo amplius adicientes, aedificia expedirent. ;ablativo;Singular;;coactus;SÍ;coago;SÍ
1505;timor;Vitruvio;De Architectura 2, 9, 16, 7;prosa;s. I a. C.;itaque timore coacti oppidani cum se dedidissent, quaesitum, unde essent ea ligna, quae ab igni non laederentur. ;ablativo;Singular;;coactus;SÍ;coago;SÍ
3853;gaudium;Cicerón;Tusculanae Disputationes 5, 67, 9;prosa;s. I a. C.;ex perpetuis autem plenisque gaudiis cum perspicuum sit vitam beatam existere, sequitur ut ea existat ex honestate.;ablativo;Plural;;plenus;NO;exsisto;SÍ
2297;timor;Cicerón;De Natura Deorum 2, 148, 9;prosa;s. I a. C.;"quae primum efficit ut et ea quae ignoramus discere et ea quae scimus alios docere possimus; deinde hac cohortamur hac persuademus, hac consolamur afflictos hac deducimus perterritos a timore, hac gestientes conprimimus hac cupiditates iracundiasque restinguimus, haec nos iuris legum urbium societate devinxit, haec a vita inmani et fera segregavit. ";ablativo;Singular;a;perterritus;SÍ;perterreo;SÍ
2678;gaudium;Estacio;Silvae 2, 1, 77;verso;s. I d. C;hic domus, hinc ortus, dominique penatibus olim / carus uterque parens atque in tua gaudia liber, / ne quererere genus.;acusativo;plural;in;liber;NO;quaero;SÍ
3666;invidia;Marcial;Epigrammata 7, 12, 12;verso;s. II d. C.;Ludimus innocui: scis hoc bene: iuro potentis Per genium Famae Castaliumque gregem Perque tuas aures, magni mihi numinis instar, Lector inhumana liber ab invidia.;ablativo;Singular;ab, ā;liber;NO;iuro;SÍ
3671;odium;Salustio;Catil. 51.1;prosa;s. I a.C.;Omnis homines, patres conscripti, qui de rebus dubiis consultant, ab odio, amicitia, ira atque misericordia vacuos esse decet;ablativo;Singular;ab, ā;vacuus;NO;sum;SÍ
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
